Year,Section,Topic,Question,Marks,Answers
2023,Section A,Kashmir Dispute,(d) To what extent were Indian rulers able to limit British expansion across the subcontinent between 1760 and 1840? Explain your answer.,10,"Haidar Ali was undefeated against the British army. He defeated the British Bombay army in 1767. He broke the siege of Bangalore in 1768. He captured Arcot in 1780. Haidar Ali signed a treaty with the British to end the war in 1769. Tipu Sultan defeated a British army at Kollidam in 1782. In 1784, Tipu Sultan made peace with the British and became the Sultan of Mysore. Tipu Sultan invaded Travancore in 1789, which was a British ally. Ranjit Singh signed agreements with the British in 1806 and 1838. Titu Mir recruited 500 local militiamen to harass the zamindars and the British forces supporting them. Titu Mir built a fort at Narkelbaria to protect himself and his forces against British reprisals. Tipu Sultan was defeated by the British at Seringapatam in 1799. Resistance to the British from the Marathas disappeared after 1818. Titu Mir was killed in battle in 1831 when his forces were attacked. Titu Mir's fort was destroyed by British cannons. The British had a strong and well-trained army. The British had a good administrative system. The British conquests had seized vast resources, especially in Bengal, like the Battle of Buxar. The death of Ranjit Singh marked the end of effective resistance.

"
2023,Section B,Sir Syed Ahmed Khan & Aligarh Movement,2 (a) Describe the aims of the All-India Muslim League.,4,To protect the political rights and interests of Muslims in India. To advance the political rights and interests of Muslims in India to counter the growing influence of Congress. To represent Muslim needs and aspirations to the government of India. To prevent the rise of hostility in Muslims towards other communities in India. To promote feelings of loyalty to the British government. To remove any misunderstandings among Muslims as to the intentions of any government measure.
2023,Section B,General History,(b) Explain why most people considered the three Round Table Conferences to be a failure.,7,Congress boycotted the talks. There was deadlock on a federal system. The Minorities Subcommittee could not reach a conclusion. Gandhi took a hard line in the talks. Gandhi did not recognise the problems of the minorities. Gandhi said he spoke for all Indians which Jinnah disagreed with. Congress boycotted the third talks. The princes and Jinnah boycotted the third talks.
2023,Section B,Partition of Bengal,(c) ‘Bengal was partitioned in 1905 because it was too large.’ How far do you agree with this statement? Explain your answer.,14,85 million people lived in West and East Bengal and Assam. Britain felt that the province would be easier to administer. The British wanted a separate government for East Bengal and Assam. The British wanted to divide up the province on religious grounds. The Muslim community believed partition would bring an end to Hindu oppression. The Hindu community believed partition was part of the British divide and rule policy. Britain felt it would be easier to manage the growth of Hindu nationalism. There was a sense of deprivation in eastern Bengal in the Muslim community.
2023,Section B,General History,3 (a) Describe the Delhi Proposals of 1927.,4,The Proposals were the work of Jinnah. Sindh should be separated from Bombay and should be an independent province. Reforms introduced in the North-West Frontier Province and Balochistan should be the same as in any other province of India. Willing to accept joint electorates at the expense of separate electorates. Reservation of seats according to the population for different communities in the Punjab and Bengal. Muslims should be given one-third representation in the Central Legislature.
2023,Section B,General History,(b) Explain why Allama Iqbal was described as the ‘Architect of Pakistan’.,7,"Allama Iqbal was the first Muslim leader to advocate for the creation of a separate Muslim state. As a result of his Allahabad address in 1930 when he put forward this view, many Muslims seriously considered separatism during the 1930s. He was also opposed to the British control of India. He believed the Muslim League had to build an effective political party to challenge the domination of the Congress Party. His poetry awakened a sense of nationhood among Muslims. He recognised the talent in Jinnah as the natural leader of the Muslim community in their demands for a separate homeland."
2023,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) ‘Theoutcomesofthe1937electionsbroughtmorebenefitsfortheMuslimLeaguethanforthe Congress Party.’ How far do you agree with this statement? Explain your answer.,14,It was the first major election fought which helped to unify the Muslim League. It demonstrated to the Muslim League that improvements in its organisation and planning were needed. The Muslim League discovered that their support lay in areas where Muslims were a minority rather than a majority. The Muslim League recognised that their image needed to be improved in order to attract more Muslims. The Muslim League learned the lessons of the 1937 election by the time of the 1945 election where they were more successful. The Congress Party gained an overall victory by winning majorities in five provinces. The Congress Party was the largest single party in four other provinces. This victory confirmed their view as being the sole party representing Indian people. It led to formation of cabinets in eight provinces which confirmed this victory. Congress could now freely impose their own schemes such as Wardha in the provinces.
2023,Section B,General History,4 (a) Describe the U-2 incident.,4,"It happened in 1960 at the height of the Cold War. It was a spy flight over USSR. This particular U-2 plane was flown from the US base at Peshawar in Pakistan. The pilot Gary Powers was shot down and imprisoned. The USSR was angry with Pakistan, threatening military action and the relationship between the two countries deteriorated. The USA could no longer use the airbase unless the destination of the aircraft was known."
2023,Section B,Zia-ul-Haq and Islamization,(b) Explain why Zia-ul-Haq introduced a programme of Islamisation.,7,Zia-ul-Haq wanted a strong and stable government with Islamic values. He wanted to punish people for showing disrespect towards the Holy Prophet (pbuh). He wanted an Islamic education to raise Islamic awareness amongst students. He also wanted to distribute some wealth to the poor through tax. He felt that previously little attention had been paid to Islamic laws.
2023,Section B,Kashmir Dispute,(c) To what extent was the referral of the Kashmir issue to the United Nations important for the new state of Pakistan? Explain your answer.,14,"Pakistan joined the United Nations to draw their attention to Kashmir. The UN ordered a plebiscite to be held for all Kashmiris in 1948. A ceasefire was arranged in 1949 and a ceasefire line was agreed, now called the Line of Control (LoC). The ceasefire line has been supervised by the UN since 1949. The Kashmir issue remained unresolved despite its referral. The plebiscite was never enforced. There have been further conflicts between Pakistan and India over the Kashmir issue. There have been disputes over the ceasefire line. Other important issues included the Quaid-i-Azam Relief Fund created to help refugees. In July 1948 the new State Bank of Pakistan was set up. The new Pakistan Civil Service took control of the assets due to them. The Canal Water Dispute was temporarily agreed in 1948, and resolved in 1959."
2023,Section B,Objective Resolution 1949,5 (a) Describe the main features of the 1973 Constitution.,4,"It was introduced by Zulfikar Ali Bhutto. There were to be two houses, the Senate and Assembly. The Assembly to be elected for five years. Members of the Senate to be elected from each of the four provinces. Pakistan to be a federal republic with a parliamentary system of government. The Prime Minister to be head of government. Pakistan to be an Islamic Republic with Islam as the state religion. The Prime Minister and President to be Muslim. Fundamental human rights to be recognised, with the Supreme and High Courts to enforce these. The President became largely a figurehead whose orders had to be signed by the Prime Minister. The Upper House (Senate) to be elected and must not be dissolved. Emergency powers are available for the government. Urdu was re-confirmed as the national language."
2023,Section B,General History,(b) Explain why Pakistan decided to support the Palestinian cause.,7,"As part of the Ummah, Pakistan wanted to demonstrate solidarity with Palestinians. Pakistan felt that it was their religious obligation to help the oppressed people around the world. Pakistan promotes harmony and co-operation between Muslim nations. Support was offered as a result of the Israeli attack on the Al-Aqsa Mosque in Jerusalem in 1969. Pakistan condemned Israeli occupation of Palestinian lands. Pakistan, as chair of the Lahore Organisation of the Islamic Conference summit in 1974, reinforced Muslim support for the cause following the Arab-Israeli War in 1973. Pakistan's involvement in the cause demonstrated their influential position and status within the Islamic world."
2023,Section B,General History,(c) To what extent was the ‘Co-operative Societies scandal’ the main reason for the dismissal of Nawaz Sharif’s government in 1993? Explain your answer.,14,"The Cooperative Societies scandal broke in 1991. There was alleged mismanagement of the Cooperative Societies. The role of government in the scandal was questioned by some. Two million Pakistanis lost their savings. In Punjab, 700,000 people lost all their savings. The BCCI collapsed in 1991. Investors lost huge sums of money under the BCCI scheme. Some people questioned the role of the government in the BCCI collapse. The USA ended economic support when the Soviet-Afghan war ended. US aid ended during the dispute over Pakistan’s nuclear programme. There were problems associated with refugees from the Soviet-Afghan war."
2024,Section A,General History,"(a) According to Source A, Mir Qasim increased the tax revenue for Bengal. Identify three ways in which he did this.",3,He reduced the amount of rent-free land. He increased the rate of land tax. He warned that anyone who refused to pay would be evicted.
2024,Section A,Kashmir Dispute,(b) What message did Source B intend to give about the relationship between the East India Company and Shah Alam II?,5,"Shah Alam II is in the centre of the picture sitting on a stage or platform raised from the crowd. Representatives of the East India Company are dressed in red and standing to his right or our left. A document is being exchanged between the two. Many people are present at the meeting. There are flags, spears, and weapons in the picture. The relationship is friendly, cordial, amicable, respectful, formal, ceremonial, and based on treaties and documents or policies. It is also based on discussion, negotiation, and mutual agreement. The relationship is based on equality and Shah Alam II has greater power in the relationship. The British defeated Shah Alam II at the Battle of Buxar in 1764. The British imposed the Diwani Treaty on Shah Alam II."
2024,Section A,Kashmir Dispute,(c) Explain why the East India Company became involved in the subcontinent.,7,"The East India Company became involved in the subcontinent because of the wealth it held. Other European countries were already present there. Britain wanted a strategic port or base. They intended to set up trading posts. The goal was to gain profits. The subcontinent gave access to raw materials such as spices, indigo, and cotton. It was an alternative to the spice trade in the East Indies which was dominated by the Dutch. The region also served as a potential transit point for trade in China."
2024,Section A,General History,"(d) ‘Political factors, such as the Doctrine of Lapse, were more significant than economic factors Explain your answer.",10,"The Doctrine of Lapse meant local kingdoms were administered by the British. The taking of Oudh under British control in 1856 was unpopular with Indian people. There was frustration at the lack of opportunities in the civil service. The Mughal Emperor Bahadur Shah and his family were mistreated. The British replaced Persian with English as the official language of the administration and the language in which education would be given. However, the British kept the salary of sepoys low which was unpopular among the troops. The British imposed high taxation that many Indians could not afford. The East India Company banned the export of cotton goods from India in 1800. Poverty spread amongst the Indian people causing unrest."
2024,Section B,Kashmir Dispute,2 (a) Describe the publication ‘The Loyal Muhammadans of India’.,4,It was written by Sir Syed Ahmad Khan in 1860. It was aimed at making better relations between the British and Muslims. It told the British that Muslims were not opposed to them. It stated the British shouldn’t discriminate against Muslims as Muslims were wrongly blamed for the violence during the war. It wanted the British to understand and respect Muslim beliefs and consult with Indians. It gave an account of the loyal service Muslims had given and named various Muslims who had shown loyalty to the British.
2024,Section B,Kashmir Dispute,(b) Explain why the Indian National Congress was formed in 1885.,7,"The Indian National Congress was formed to create a national identity. It aimed to promote national unity. It was formed to unify all regional, provincial and sub-national organisations. The goal was to create an all-India political organisation. It sought to educate and organise the masses under a representative political umbrella. It aimed to prepare and put forward the views of all Indians to the British government."
2024,Section B,Mughal Empire,(c) ‘The Mughal Empire ended because its military power declined.’ How far do you agree with this statement? Explain your answer.,14,"Continual fighting against rebels in multiple locations meant military strength grew weaker over time. The cost of putting down rebellions and fighting invaders meant that there were fewer resources available to modernise the army. Military expertise declined during the latter stages of Mughal rule leaving the Empire more vulnerable to attack. However, the size of the empire made it difficult to administer. Local leaders increasingly challenged Mughal power. Previously loyal princes rebelled against Mughal authority. There were uprisings by the Marathas and Sikhs. The absence of a definite line of succession led to succession disputes. Money was wasted when Emperors died and there was a succession dispute. There were disputes between wealthy Mughal nobility. The Empire came under almost constant attack from Persia and Afghanistan. The arrival of the British with their military strength also contributed to the collapse."
2024,Section B,Kashmir Dispute,3 (a) Describe the Communal Award.,4,"It was introduced in 1932. It was announced by the British Prime Minister Ramsey MacDonald after the failure of the second Round Table Conference. It recognised the right of separate electorates for all minority communities in the country. It was not popular with Muslims as it reduced their majority in Punjab and Bengal. Muslims were to be given weightage wherever they were a minority. Sindh was removed from the Bombay Presidency and made into a separate province. The Marathas were to be given seven seats in the province of Bombay. Three percent of seats were to be reserved for women in all provinces except in the NWFP. Seats were allocated for labourers, landlords, traders, and industrialists. It distributed the seats in the provincial legislatures on a communal basis and doubled the existing seats of the provincial legislatures."
2024,Section B,Simla Deputation 1906,(b) Explain the importance of the Simla Deputation of 1906.,7,"It established good relations between the Muslim community and the British, which was important for future Muslim prosperity. It reinforced the good relations that had been established in the partition of Bengal. It acted as a counter to Hindu opposition to the British. It gave the Muslim community the encouragement to set up their own political party. It was the first time separate representation for the Muslim community was accepted."
2024,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) To what extent was the introduction of Bande Mataram the main reason why Congress Rule (1937–1939) was unpopular with the Muslim community? Explain your answer.,14,"Bande Mataram was a nationalist Hindu song. Singing of the song was made compulsory before the start of business in provincial assemblies. These actions worried and offended the Muslim community as the song contained anti-Muslim messages. However, the introduction of the Wardha scheme or Basic Education scheme into Congress education ministries with teaching in Hindi also upset Muslims. Hindu culture was promoted in the curriculum. Muslims viewed these measures as an attempt to remove their identity and convert their children to Hinduism. Muslims living under Congress rule felt threatened as in some areas mosques were targeted and Muslim worship was disrupted. Hindu groups won more government business which harmed the income and trade of Muslim businesses."
2024,Section B,General History,4 (a) Describe the ‘One Unit’ Scheme.,4,"In 1954, Muhammad Ali Bogra had proposed that the four provinces and ten princely states within Pakistan should be joined together to form West Pakistan. In 1955, Iskander Mirza passed an order unifying all of West Pakistan in what became known as the ‘One Unit’ Scheme. Pakistan was divided into two wings, West and East Pakistan. Mirza claimed that the unification would bring about greater efficiency and a united country."
2024,Section B,Independence and Partition,(b) Explain why East Pakistan sought independence from West Pakistan in 1971.,7,The long distance from West Pakistan meant it was not treated as an equal part of Pakistan. The government introduced schemes such as the One Unit policy to deny East Pakistan fair representation in the Assembly. Cultural and linguistic differences were not fully recognised. It was under-represented in the Civil Service and the military. Government measures to boost the economy had favoured West Pakistan. It did not benefit from the wealth created by the growing of jute. The wealth gap and differences in health and education were growing. It received insufficient relief following the 1970 cyclone. The demands of the Awami League were not fully considered. The results of the 1971 election were not accepted.
2024,Section B,Independence and Partition,(c) ‘Pakistan has had good relations with China since 1947.’ How far do you agree with this statement? Explain your answer.,14,"Pakistan gave support for China joining the UN in 1952. Boundary issues between the two countries were settled in 1963. Trade developed in the 1960s particularly Pakistani cotton. A $60 million long term interest-free loan was provided regarding import of machinery. China permitted PIA to use any airport in 1963 despite opposition from the USA. Increased numbers of visitors from China including journalists, engineers, and scientists came to Pakistan. China gave Pakistan full support during the 1965 war and military aid. Post-war in 1972, Bhutto visited China and supportive relations were re-established. In 1978, the Karakoram Highway provided the first road link and opened the two countries up to trade and tourism. Zia’s visit to China in 1986 and the signature of a nuclear cooperation treaty emphasised the strength of the relationship. However, in the 1950s there was a cooling off when Pakistan supported pro-USA policies. There was a border dispute in the 1950s. In 1958/9, Pakistan voted against China’s admission to the UN and condemned military action in Tibet. During the 1971 war, China was unable to offer as much support to Pakistan. During the 1990s, China developed relations with other countries."
2024,Section B,General History,5 (a) Describe Sajjad Ali Shah’s role in the Pakistan governments of the 1990s.,4,"Sajjad Ali Shah was appointed Chief Justice of the Supreme Court by Benazir Bhutto in 1994. During 1997, he became a critic of the new Prime Minister. In November 1997, demonstrations forced the Chief Justice to adjourn a case against the Prime Minister and flee the courthouse. He was dismissed as Chief Justice of Pakistan in December 1997, having lost President Leghari’s support. He was replaced by Ajmal Mian."
2024,Section B,Pakistan's Foreign Policy,(b) Explain why relations between Pakistan and the USA improved during the 1990s.,7,"There was a will from both countries to restore relations following a change in the US administration in 1992. The USA accepted the Pressler Amendment was a mistake. Benazir Bhutto visited the United States in 1996 to further develop relations, culminating in the Brown Amendment. The F-16 fighter jets issue was resolved. The USA provided $388 million in military supplies to Pakistan. The First Lady Hillary Clinton visited Pakistan in 1996 further strengthening the relationship."
2024,Section B,Zia-ul-Haq and Islamization,(c) ‘The main impact of the “Afghan Miracle” in Pakistan during Zia-ul-Haq’s presidency was on its economy.’ How far do you agree with this statement? Explain your answer.,14,"The USA provided a $1.6 billion aid package over five years. In 1986, a further $4.2 billion worth of aid was agreed. Some of this money was used to develop Pakistan’s economy and undertake economic reform. The economic growth rate of Pakistan increased. Between 1977–1986 the average GNP growth was 6.2%. Inflationary pressures grew. Politically, there was a stronger relationship with the USA. There was a deteriorating relationship with the USSR. Pakistan was established as a leading country on the global political stage. Socially, there was an increasing refugee crisis. There was funding for the rehabilitation of refugees. There were impacts on law and order. Militarily, $1.5 billion in funding from the USA was used to develop the Pakistan army into a leading military nation in the region. Pakistan built up an effective military force with modern weapons. Karachi became the leading naval base in the region. Pakistan sold military assistance to other Muslim countries."
2015,Section A,Kashmir Dispute,"(a) According to source A, what were the problems facing India in 1940?",3,
2015,Section A,General History,(b) What does source B suggest about the attempts to solve the problems of the sub-continent in 1945?,5,
2015,Section A,Sir Syed Ahmed Khan & Aligarh Movement,(c) Why did Congress and the Muslim League oppose the Cripps Mission in 1942?,7,
2015,Section A,General History,(d) Was the success of the Labour Party in winning the British General Election in 1945 the answer.,10,
2015,Section B,General History,(a) Who was Robert Clive?,4,
2015,Section B,General History,(b) Why did Shah Waliullah have such a major influence on the revival of Islam in the sub- continent?,7,
2015,Section B,Mughal Empire,(c) Were the invasions by the Persians and Afghans the main reason for the decline of the Mughal Empire? Explain your answer.,14,
2015,Section B,General History,(a) What was the Simon Report?,4,
2015,Section B,Kashmir Dispute,(b) Why were the Montagu-Chelmsford reforms opposed by Indians in 1919?,7,
2015,Section B,Partition of Bengal,(c) How successful was the Partition of Bengal in 1905? Explain your answer.,14,
2015,Section B,General History,(a) What was Operation Searchlight?,4,
2015,Section B,Independence and Partition,(b) Why did Pakistan support the Palestinian cause between 1947 and 1999?,7,
2015,Section B,Independence and Partition,(c) How successful was Pakistan in establishing a new constitution between 1947 and 1973? Explain your answer.,14,
2015,Section B,General History,(a) What is the Karakoram Highway?,4,
2015,Section B,Zulfiqar Ali Bhutto,(b) Why was Benazir Bhutto dismissed from office a second time in 1996?,7,
2015,Section B,Independence and Partition,(c) How successful have India and Pakistan been in finding a solution to the Kashmir issue between 1947 and 1999? Explain your answer.,14,
2016,Section A,General History,"(a) According to Source A, why was there opposition to the Simon Commission of 1927?",3,
2016,Section A,General History,(b) What does Source B tell us about the negotiations during the Round Table Conferences between 1930 and 1932?,5,
2016,Section A,Government of India Act 1935,(c) Explain the importance of the Government of India Act of 1935 to the future of the sub- continent.,7,
2016,Section A,Kashmir Dispute,(d) How successful were the provincial elections held in India in 1937? Explain your answer.,10,
2016,Section B,General History,2 (a) Who was Nana Sahib?,4,
2016,Section B,General History,(b) Why was Britain so successful in expanding its control of the sub-continent between 1750 and 1850?,7,
2016,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) Was the development of a western education system the greatest achievement of Sir Syed Ahmad Khan? Explain your answer.,14,
2016,Section B,General History,3 (a) Describe what happened at Lucknow in 1916.,4,
2016,Section B,Khilafat & Non-Cooperation Movement,(b) Why did the Khilafat Movement emerge?,7,
2016,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) Was the partition of Bengal the main reason for the formation of the Muslim League in 1906? Give reasons for your answer.,14,
2016,Section B,General History,4 (a) What was the June 3 Plan?,4,
2016,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(b) Explain why the All India Muslim Conference rejected the Nehru Report in 1928.,7,
2016,Section B,General History,(c) Did Allama Iqbal contribute more to the Pakistan Movement than Rahmat Ali? Explain your answer.,14,
2016,Section B,General History,5 (a) Describe General Pervez Musharraf’s rise to power in 1999.,4,
2016,Section B,Objective Resolution 1949,(b) Why was there a constitutional crisis between 1954 and 1955?,7,
2016,Section B,Independence and Partition,(c) How successful was Pakistan’s relationship with the UK and the Commonwealth in the years 1947 to 1999? Explain your answer.,14,
2017,Section A,Jinnah's 14 Points,"(a) According to Source A, what were Jinnah’s aims in his Delhi Proposals of 1927?",3,
2017,Section A,Kashmir Dispute,(b) How does Source B help us to understand Indian concerns about the Simon Commission of 1927?,5,
2017,Section A,Sir Syed Ahmed Khan & Aligarh Movement,(c) Why was Dr Allama Muhammad Iqbal asked to chair the Muslim League at Allahabad in 1930?,7,
2017,Section A,General History,"(d) Which of the following was the most important in the development of the Pakistan Movement? (i) the Nehru Report, 1928 Explain your answer with reference to all three of the above.",10,
2017,Section B,General History,2 (a) Who were the Thuggee?,4,
2017,Section B,Kashmir Dispute,(b) Why did the East India Company become involved in the Indian subcontinent during the seventeenth century?,7,
2017,Section B,General History,(c) Did Haji Shariatullah contribute more to the spread of Islam than anyone else in the subcontinent before 1850? Explain your answer.,14,
2017,Section B,Kashmir Dispute,3 (a) Who was Warren Hastings?,4,
2017,Section B,Mughal Empire,(b) Why were the Marathas defeated after the decline of the Mughal Empire?,7,
2017,Section B,Kashmir Dispute,(c) How far was Indian resistance to British expansion in the subcontinent successful before 1850?,14,
2017,Section B,General History,4 (a) What happened on Direct Action Day?,4,
2017,Section B,Khilafat & Non-Cooperation Movement,(b) Explain why the Gandhi-Jinnah Talks of 1944 did not reach an agreement.,7,
2017,Section B,Independence and Partition,(c) How effective has Pakistan been as a member of world organisations between 1947 and 1999? Explain your answer.,14,
2017,Section B,General History,5 (a) What happened at Pucca Qila?,4,
2017,Section B,Independence and Partition,(b) Explain why the subcontinent was faced with a refugee problem in 1947.,7,
2017,Section B,Independence and Partition,(c) To what extent was the relationship between Pakistan and USSR successful from 1947 to 1999? Explain your answer.,14,
2018,Section A,Kashmir Dispute,"(a) According to Source A, what reasons are suggested for the introduction of the Defence of India Act in 1915?",3,
2018,Section A,General History,(b) How does Source B help us to understand what happened at Jallianwala Bagh in 1919?,5,
2018,Section A,Kashmir Dispute,(c) Why was India not granted self-rule by Britain in 1919?,7,
2018,Section A,General History,"(d) Which of the following had the most important effect on the Pakistan Movement between (i) the Morley–Minto reforms, 1909 Explain your answer with reference to all three of the above.",10,
2018,Section B,General History,2 (a) Who was Lakshmibai?,4,
2018,Section B,General History,(b) Why did Syed Ahmad Barelvi call for Jihad to overthrow Sikh rule in the early nineteenth century?,7,
2018,Section B,Mughal Empire,(c) Was British expansion in India the most important reason for the decline of the Mughal Empire? Explain your answer.,14,
2018,Section B,Kashmir Dispute,3 (a) What was the Communal Award?,4,
2018,Section B,Partition of Bengal,(b) Explain how the British reacted to Hindu-led protests against the Partition of Bengal between 1906 and 1908.,7,
2018,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) Was the introduction of the Wardha Scheme the main reason why Congress rule (1937–1939) was disliked by the Muslim community? Give reasons for your answer.,14,
2018,Section B,Independence and Partition,4 (a) Describe the refugee crisis of 1947.,4,
2018,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(b) Why did educational reform become such an important issue between 1947 and 1999?,7,
2018,Section B,Zulfiqar Ali Bhutto,(c) In which of the following did Zulfikar Ali Bhutto have most success? (i) reform and control of the armed forces Explain your answer with reference to all three of the above.,14,
2018,Section B,General History,5 (a) What was the Eighth Amendment?,4,
2018,Section B,Independence and Partition,(b) Explain why Urdu was chosen as the national language of Pakistan in 1947.,7,
2018,Section B,Independence and Partition,(c) How successful was Pakistan in its relationship with China between 1947 and 1999? Give reasons for your answer.,14,
2019,Section A,Sir Syed Ahmed Khan & Aligarh Movement,(a) According to Source A how did Jinnah want the Muslim community to act on 22 December 1939?,3,
2019,Section A,Sir Syed Ahmed Khan & Aligarh Movement,(b) What can we learn from Source B about Gandhi’s ideas on education between 1937 and 1939?,5,
2019,Section A,Sir Syed Ahmed Khan & Aligarh Movement,(c) Explain how Jinnah transformed the Muslim League between 1937 and 1939.,7,
2019,Section A,General History,(d) How successful were the 1937 elections? Explain your answer.,10,
2019,Section B,Kashmir Dispute,2 (a) Describe ‘The Loyal Mohammedans of India’.,4,
2019,Section B,Mughal Empire,(b) Explain why the Mughal Empire declined following the death of Aurangzeb.,7,
2019,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) Did educational reforms have a greater effect on the Indian people than any other changes introduced by the British between 1773 and 1856? Explain your answer.,14,
2019,Section B,General History,3 (a) What was Satyagraha?,4,
2019,Section B,General History,(b) Explain why there were three Round Table Conferences between 1930 and 1932.,7,
2019,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) Was the Simla Deputation of 1906 the most important reason for the formation of the Muslim League later that same year? Explain your answer.,14,
2019,Section B,General History,4 (a) What was the Cabinet Mission Plan?,4,
2019,Section B,General History,(b) Why was the Cripps Mission of 1942 unsuccessful?,7,
2019,Section B,Jinnah's 14 Points,(c) Were Jinnah’s 14 Points the most important development in the Pakistan Movement between 1929 and 1940? Explain your answer.,14,
2019,Section B,General History,5 (a) What is the Karakoram Highway?,4,
2019,Section B,Independence and Partition,(b) Why did Pakistan apply for membership of the United Nations in 1947?,7,
2019,Section B,Objective Resolution 1949,(c) To what extent did Pakistan achieve a new constitution between 1949 and 1973? Explain your answer.,14,
2020,Section A,Kashmir Dispute,"(a) According to Source A, why was Queen Victoria made Empress of India?",3,
2020,Section A,General History,"(b) What can we learn from Source B about Tipu Sultan, ruler of Mysore?",5,
2020,Section A,Kashmir Dispute,(c) Explain the impact of railways on the lives of Indian people in the nineteenth century.,7,
2020,Section A,War of Independence 1857,(d) To what extent were the different aims of Indian groups in 1857 the main reason why the War of Independence was short-lived? Explain your answer.,10,
2020,Section B,General History,2 (a) Describe the Jizya tax.,4,
2020,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(b) Explain why Shah Waliullah was an important figure for the Muslim community during the eighteenth century.,7,
2020,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) ‘The “Two-Nation” Theory was Sir Syed Ahmad Khan’s main contribution to the development statement? Explain your answer.,14,
2020,Section B,General History,3 (a) Describe the Hijrat Movement.,4,
2020,Section B,General History,(b) Explain why there were three Round Table Conferences between 1930 and 1932.,7,
2020,Section B,General History,(c) To what extent was Direct Action Day more significant in the creation of Pakistan than other key events of the 1940s? Explain your answer.,14,
2020,Section B,Pakistan's Foreign Policy,4 (a) Describe the OIC.,4,
2020,Section B,General History,(b) Explain why Ayub Khan came to power in 1958.,7,
2020,Section B,Independence and Partition,(c) ‘Pakistan has had good relations with the United Kingdom and the Commonwealth since 1947.’ How far do you agree with this statement? Explain your answer.,14,
2020,Section B,General History,5 (a) Describe the Security of Tenure scheme.,4,
2020,Section B,Zia-ul-Haq and Islamization,(b) Explain why it became more challenging for Zia-ul-Haq to govern Pakistan effectively during the late 1980s.,7,
2020,Section B,Zulfiqar Ali Bhutto,(c) To what extent did Benazir Bhutto’s privatisation policy contribute to the government being replaced in 1996? Explain your answer.,14,
2021,Section A,Mughal Empire,"(a) According to Source A, which policies do some historians claim contributed to the increasing instability of the Mughal Empire by the time of Aurangzeb’s death?",3,
2021,Section A,Mughal Empire,(b) What can we learn from Source B about Mughal rule in India?,5,
2021,Section A,Partition of Bengal,(c) Explain why the Hindu community objected to the Jizya tax.,7,
2021,Section A,Mughal Empire,(d) ‘The Marathan rebellions were the main reason for the decline of the Mughal Empire after the How far do you agree with this statement? Explain your answer.,10,
2021,Section B,Mughal Empire,2 (a) Describe what happened at the battle of Buxar.,4,
2021,Section B,War of Independence 1857,(b) Explain why Sir Syed Ahmad Khan wanted to improve relations between the Muslim community and the British after the War of Independence.,7,
2021,Section B,Khilafat & Non-Cooperation Movement,(c) ‘The imprisonment of its leaders was the main reason for the Khilafat Movement ending.’ How far do you agree with this statement? Explain your answer.,14,
2021,Section B,General History,3 (a) Describe the events that took place at Jallianwalla Bagh in 1919.,4,
2021,Section B,General History,(b) Explain why the Congress Party opposed the Morley–Minto reforms of 1909.,7,
2021,Section B,Independence and Partition,(c) ‘By 1948 Pakistan had solved the challenges created by Partition.’ How far do you agree with this statement? Explain your answer.,14,
2021,Section B,Kashmir Dispute,4 (a) Describe the Quit India Resolution.,4,
2021,Section B,General History,(b) Explain why martial law was implemented in 1958.,7,
2021,Section B,Independence and Partition,(c) To what extent has Pakistan been an effective member of world organisations since 1947? Explain your answer.,14,
2021,Section B,General History,5 (a) Describe the ‘cricket diplomacy’ of 1987.,4,
2021,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(b) Explain why Zulfikar Ali Bhutto reformed education between 1971 and 1977.,7,
2021,Section B,General History,(c) To what extent was the Islamisation programme the most significant domestic policy Explain your answer.,14,
2022,Section A,Jinnah's 14 Points,"(a) According to Source A, what did Fatima Jinnah wish for the people of Pakistan?",3,
2022,Section A,Pakistan's Foreign Policy,(b) What can we learn from Source B about the relations between Pakistan and the USA in the early 1960s?,5,
2022,Section A,General History,(c) Explain why General Muhammad Ayub Khan came to power in 1958.,7,
2022,Section A,General History,(d) To what extent were the years 1958 to 1968 ‘A Decade of Development’? Explain your answer.,10,
2022,Section B,War of Independence 1857,2 (a) Describe the military actions of Nana Sahib in 1857.,4,
2022,Section B,General History,(b) Explain how Britain extended its control across the subcontinent between 1756 and 1856.,7,
2022,Section B,Sir Syed Ahmed Khan & Aligarh Movement,(c) ‘IntroducinganewapproachtoeducationwasthemaincontributionofSirSyedAhmadKhan with this statement? Explain your answer.,14,
2022,Section B,Kashmir Dispute,3 (a) Describe the impact of Lord Curzon on India.,4,
2022,Section B,General History,(b) Explain why the Simon Commission of 1927 was unpopular.,7,
